Timestamp,Perlakuan,Alasan,Frekuensi,daun bawang,merica,telur,pok cai,nugget or sausage.,seledri,kerupuk/emping,cheese stick,kacang,telor,kaldu,kremesan,cai po (lobak cina),kulit pangsit,cakue/cakwe/youtiao,kecap,cheesestick,sambal,bawang goreng,usus ayam,kulit ayam,telur puyuh,hati ayam,ampela/rempela/empedal ayam,Harga,Jenis Kelamin,Usia
4/14/2015 1:06:28,Diaduk,,2,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,10000,Perempuan,21
4/14/2015 7:14:03,Tidak diaduk,Lebih enak dipandang,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,10000,Perempuan,21
4/14/2015 10:12:01,Diaduk,pas makan jd ga ribet,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,10000,Laki-laki,21
4/14/2015 22:56:26,Diaduk,rasanya lebih ngeblend,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,10000,Perempuan,21
4/21/2015 9:19:32,Diaduk,"kadang enak diaduk kadang enggak, sama saja rasanya",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,10000,Perempuan,21
4/14/2015 7:39:53,Diaduk,"biar gampang makannya, terus kan berasa surprise gitu ntar pas makan dapet bubur +sesuatunya, karena udah kecampur jadi gatau bakal dapet apa, itu esensinya. Pria punya selera",6,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,11000,Laki-laki,21
4/14/2015 9:20:48,Tidak diaduk,Rasa masing2 elemen bubur dapat dirasakan seutuhnya. selain itu menjaga supaya elemen bubur yg renyah tidak menjadi lembek ketika diaduk dan akhirnya ketika di mulut masih bisa merasakan kerenyahan dan kelembutan dalam saat yg bersamaan. saya tipe org yg suka 'eneg' kalo makan lembek semua.,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,12000,Perempuan,21
4/15/2015 14:12:55,Tidak diaduk,Kalau diaduk jadi tidak selera karena terkesan menjijikan,4,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,12000,Perempuan,21
4/21/2015 9:05:19,Diaduk,Sebenernya gak peduli sih mau diaduk atau engga yang penting makan bubur.,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,20000,Perempuan,21
4/14/2015 5:13:16,Diaduk,agar rasanya merata,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,23000,Laki-laki,21
4/14/2015 2:58:57,Diaduk,bumbu merata,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,5000,Laki-laki,22
4/14/2015 18:32:52,Diaduk,Lebih kerasa enaknya,1,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,5000,Laki-laki,22
4/13/2015 22:26:00,Diaduk,supaya rasanya tercampur rata,5,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,6000,Perempuan,22
4/13/2015 22:27:30,Diaduk,Supaya enaknya lebih merata + kerupuknya jadi kecampur dan enak,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,6000,Laki-laki,22
4/13/2015 22:56:11,Diaduk,(y),Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,7000,Perempuan,22
4/13/2015 23:10:01,Diaduk,biar asinnya rata,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,7000,Laki-laki,22
4/14/2015 9:55:32,Tidak diaduk,Dapat merasakan tiap komponennya,2,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,7000,Laki-laki,22
4/21/2015 9:25:24,Diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8000,Laki-laki,22
4/23/2015 20:37:46,Tidak diaduk,"kenapa ya, gatau. kebiasaan",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,8000,Perempuan,22
4/13/2015 22:48:32,Tidak diaduk,Menghindari tekstur sajian yang homogen; malas,Lagi studi di luar negeri cuy bikin iri aja nyebut2 bubur ayam,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,10000,Laki-laki,22
4/13/2015 22:58:58,Diaduk,sama rata sama rasa,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,10000,Laki-laki,22
4/14/2015 3:42:22,Tidak diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,10000,Laki-laki,22
4/13/2015 22:32:23,Tidak diaduk,senang aja,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,12000,Laki-laki,22
4/14/2015 17:54:59,Diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,13000,Laki-laki,22
4/14/2015 11:51:48,Diaduk,"biar rasanya tercampur satu, dan semua komponen dalam bubur ayam termakan dalam satu lahapan",2,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,14000,Perempuan,22
4/14/2015 15:51:01,Diaduk,Biar semua rasa tercampur rata,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,14000,Perempuan,22
4/14/2015 14:39:29,Diaduk,biar bumbu tercampur,1,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,15000,Perempuan,22
4/14/2015 16:17:25,Diaduk,,3,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,15000,Laki-laki,22
4/15/2015 11:20:21,Diaduk,Agar sekali sendok semua cita rasa terasa merata,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,15000,Laki-laki,22
4/16/2015 15:09:52,Tidak diaduk,"bubur ayam diaduk itu ga enak dilihat, ga mengundang selera makan",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,15000,Perempuan,22
4/14/2015 0:31:11,Tidak diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,18000,Laki-laki,22
4/13/2015 22:51:06,Tidak diaduk,diaduk jelek teeus keripuknya ntar ga krekes2 lagi,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,20000,Laki-laki,22
4/14/2015 12:30:11,Tidak diaduk,"gak mau merusak display, indah dan cantik ",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20000,Laki-laki,22
4/14/2015 8:21:50,Diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,25000,Laki-laki,22
4/21/2015 13:09:11,Diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,5000,Perempuan,23
4/14/2015 1:04:08,Diaduk,biar bumbunya nyampur dan meresap rata :9,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,6000,Laki-laki,23
4/13/2015 23:12:07,Diaduk,"Tidak suka kecapnya diatas, lebih baik menyatu dengan buburnya.",< 1 tahun sekali,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,7000,Laki-laki,23
4/14/2015 7:39:21,Diaduk,"awal makan sih ga diaduk, tp setelah buburnya tinggal dikit baru diaduk",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,7000,Perempuan,23
4/15/2015 18:23:34,Tidak diaduk,"rapih aja keliatannya gak berantakan. emang karena syanya gak suka berantakan. lebih enak diliat juga. gak suka diaduk juga awalnya karena dri nyokap dr awal kecil dikasih bubur gak diaduk. dn waktu itu juga gak terlalu suka semua komponen bubur seperti kacang, seledri, sambal. jadi milih gak diaduk.",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,7000,Perempuan,23
4/15/2015 21:04:50,Tidak diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,7000,Perempuan,23
4/14/2015 0:11:21,Tidak diaduk,klo diaduk jd eneg,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,8000,Perempuan,23
4/14/2015 3:36:28,Tidak diaduk,Terlihat elegan dan sopan. ,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,8000,Laki-laki,23
4/14/2015 9:35:58,Diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,8000,Laki-laki,23
4/14/2015 13:07:20,Diaduk,"enakan diaduk, karna merata rasanya, jangan lupa ditambah ayam, kalo gak pake ayam bubur terasa hambar :v","gak tentu sih, kadang pernah sehari dua kali makan.. ",No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,8000,Laki-laki,23
4/14/2015 13:34:29,Tidak diaduk,"Kalau diaduk jadi jijik, Bro! :))",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,8000,Perempuan,23
4/15/2015 9:15:59,Tidak diaduk,"bubur kalo di aduk bentuknya gak estetis, saya sebagai lulusan pendidikan seni rupa menolak hal tersebut. biarlah 'dapur' kami saja yang berantakan acak acakan tidak jelas yang memang itu adalah proses dari kami berkarya begitupun dengan bubur. paduan warna warni dari komposisi toping bubur yang sangat estetis itu lah yang nenarik. bahkan bisa di jadikan judul TA mungkin, ""sajian bubur ayam sebagai inspirasi dalam karya lukis dengan teknik kolase biji beras dan kerupuk"", jadi gak sebatas judul sinetron saja. :)",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,8000,Perempuan,23
4/23/2015 0:41:54,Diaduk,"supaya rasa lebih homogen, ",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,8000,Laki-laki,23
4/14/2015 5:44:07,Tidak diaduk,karena saya lebih suka sajiannya tanpa di aduk,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,9000,Perempuan,23
4/13/2015 22:12:50,Diaduk,Kerupuknya jadi menyerap kerupuk dan enak dimakan karena tidak mengganggu tekstur bubur yang lembut. ,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,10000,Perempuan,23
4/14/2015 2:21:15,Diaduk,diaduk,3,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,10000,Laki-laki,23
4/14/2015 6:56:35,Tidak diaduk,Lebih enak tidak diaduk.,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,10000,Perempuan,23
4/14/2015 8:34:15,Tidak diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,10000,Perempuan,23
4/14/2015 12:26:33,Tidak diaduk,Biar elegan,1,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,10000,Laki-laki,23
4/14/2015 13:26:59,Diaduk,biar dalam sekali suap ada semua komponen bubur ayamnya,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,10000,Laki-laki,23
4/15/2015 22:49:52,Diaduk,Udah naluri aja sih,2,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,10000,Perempuan,23
4/21/2015 9:34:49,Diaduk,lebih mantap,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,10000,Laki-laki,23
4/13/2015 22:20:14,Diaduk,liat orang sekitaran pada ngaduk jadi ikutan ngaduk,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,12000,Laki-laki,23
4/13/2015 23:18:24,Diaduk,Biar gurihnya merata,1,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,12000,Laki-laki,23
4/14/2015 7:28:39,Tidak diaduk,Sebenernya diaduk tpi di akhir. alasannya yaa suka aja.,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,12000,Laki-laki,23
4/14/2015 10:31:44,Tidak diaduk,bentuknya masih bagus dan rasanya lebih enak,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,12000,Perempuan,23
4/14/2015 10:32:36,Diaduk,lebih enak nyampur,2,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,12000,Laki-laki,23
4/14/2015 18:28:25,Diaduk,yang tidak mengaduk itu pemuja setan,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12000,Laki-laki,23
4/21/2015 9:10:49,Diaduk,lebih enak,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,12000,Perempuan,23
4/14/2015 15:30:39,Diaduk,rasanya merata,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,13000,Laki-laki,23
4/13/2015 22:35:48,Tidak diaduk,"Merusak bentuk, kalau diaduk bentuknya tidak karuan dan mirip seperti maaf, ""muntah""",5,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,15000,Laki-laki,23
4/13/2015 23:57:53,Diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,15000,Laki-laki,23
4/14/2015 8:03:24,Diaduk,biar lebih berasa bumbunya,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,15000,Perempuan,23
4/15/2015 2:17:07,Tidak diaduk,lebih rapi,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,15000,Laki-laki,23
4/14/2015 16:42:55,Diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,20000,Laki-laki,23
4/13/2015 22:40:40,Tidak diaduk,Lebih indah bentuknya,1,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,6000,Perempuan,24
4/14/2015 19:30:46,Tidak diaduk,biar ga enek,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,6000,Perempuan,24
4/24/2015 5:33:04,Tidak diaduk,kalo diaduk jadi kayak muntahan,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,7000,Perempuan,24
4/13/2015 23:00:39,Diaduk,Rasa lebih merata,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,8000,Laki-laki,24
4/14/2015 7:06:23,Diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,8000,Perempuan,24
4/14/2015 18:20:47,Tidak diaduk,lebih enak dilihat,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,8000,Laki-laki,24
4/15/2015 0:55:14,Diaduk,instinctive,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,8000,Perempuan,24
4/15/2015 3:45:43,Tidak diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,8000,Perempuan,24
4/14/2015 5:19:42,Diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,9000,Laki-laki,24
4/14/2015 16:08:04,Tidak diaduk,"Hargai dong tukang buburnya! Dia udah cape2 menata susunan komposisi, eh, malah diancurin..",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,10000,Laki-laki,24
4/14/2015 18:40:48,Diaduk,enak aja,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,10000,Laki-laki,24
4/25/2015 11:05:33,Tidak diaduk,kalau diaduk terlihat menjijikan,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,10000,Perempuan,24
4/14/2015 19:13:53,Tidak diaduk,supaya topping ngga lembek,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,11000,Laki-laki,24
4/13/2015 22:30:00,Diaduk,"ngga sengaduk itu juga sih, cuma diuyek-uyek aja","biasanya 2,5 kali, yang ketiga setengah porsi",Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,12000,Laki-laki,24
4/13/2015 23:02:15,Diaduk,biar merata,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,12000,Laki-laki,24
4/13/2015 23:57:37,Diaduk,bubur ayam bukanlah bubur ayam jikalau tidak diaduk,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,12000,Perempuan,24
4/14/2015 5:43:24,Diaduk,,1,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,12000,Laki-laki,24
4/15/2015 13:03:16,Diaduk,"lebih enak, tercampur semua rasa bumbu dan sambalnya",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,12000,Perempuan,24
4/16/2015 13:34:25,Tidak diaduk,"geli liat bubur diaduk, bentuknya seperti m*ntah",3,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,12000,Perempuan,24
4/13/2015 22:34:54,Diaduk,"Supaya semua bumbunya merata, layaknya mie goreng gitu.",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,13000,Laki-laki,24
4/14/2015 17:10:33,Tidak diaduk,Lebih rapih,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,13000,Laki-laki,24
4/21/2015 9:44:23,Tidak diaduk,karena kalo diaduk jadi keliatan menggelikan haha,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,13000,Perempuan,24
4/15/2015 17:37:57,Tidak diaduk,Terjaga keindahannya.,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,15000,Laki-laki,24
4/21/2015 9:36:02,Tidak diaduk,,Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,15000,Perempuan,24
4/13/2015 22:45:14,Diaduk,"Rasa yang merata, cita rasa melebihi keindahan semata",Tidak tentu (dalam satu minggu belum tentu makan bubur ayam),No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,20000,Laki-laki,24
